contig	start	end	gene_position
k127_21190171_M_bin.47	9370	13432	7
k127_21190171_M_bin.47	13717	14392	8
k127_21199368_M_bin.102	2	716	1
k127_21199368_M_bin.102	712	1198	2
k127_21199368_M_bin.102	1218	1524	3
k127_21199368_M_bin.102	1846	2971	4
k127_21276781_M_bin.86	71	596	1
k127_21276781_M_bin.86	592	1720	2
k127_21276781_M_bin.86	1831	2566	3
k127_21283691_M_bin.102	0	261	1
k127_21283691_M_bin.102	346	463	2
k127_21283691_M_bin.102	663	1494	3
k127_21283691_M_bin.102	1562	1976	4
k127_21283691_M_bin.102	2060	2873	5
k127_21283691_M_bin.102	2869	3964	6
k127_21444611_S_bin.28	219	1059	1
k127_21444611_S_bin.28	1055	2390	2
k127_21444611_S_bin.28	2643	3393	3
k127_21444611_S_bin.28	3503	3857	4
k127_21444611_S_bin.28	4255	5185	5
k127_21444611_S_bin.28	5181	5697	6
k127_21444611_S_bin.28	5738	6734	7
k127_21444611_S_bin.28	6957	7470	8
k127_21444611_S_bin.28	7475	8768	9
k127_21444611_S_bin.28	9133	9919	10
k127_21444611_S_bin.28	10112	11021	11
k127_21444611_S_bin.28	11168	11633	12
k127_21444611_S_bin.28	11861	12878	13
k127_21444611_S_bin.28	12929	13784	14
k127_21444611_S_bin.28	13921	14791	15
k127_21444611_S_bin.28	14997	16926	16
k127_21444611_S_bin.28	17194	18322	17
k127_21444611_S_bin.28	18476	18992	18
k127_21444611_S_bin.28	19034	19904	19
k127_21444611_S_bin.28	20000	27056	20
k127_21447690_M_bin.66	1	4177	1
k127_21447690_M_bin.66	4188	4974	1
k127_21447690_M_bin.66	4970	5786	2
k127_21447690_M_bin.66	5778	6738	3
k127_21447690_M_bin.66	6812	7328	4
k127_21481200_M_bin.94	0	195	1
k127_21481200_M_bin.94	212	953	2
k127_21481200_M_bin.94	952	1507	3
k127_21481200_M_bin.94	1543	2545	4
k127_21481200_M_bin.94	2541	4203	5
k127_21481200_M_bin.94	4186	5026	6
k127_21481200_M_bin.94	5096	6137	7
k127_21481200_M_bin.94	6165	7374	8
k127_21481200_M_bin.94	7376	7988	9
k127_21485863_M_bin.102	2	161	1
k127_21485863_M_bin.102	321	627	2
k127_21485863_M_bin.102	637	2146	3
k127_21485863_M_bin.102	2459	3104	4
k127_21485863_M_bin.102	3191	3401	5
k127_21485863_M_bin.102	3447	4122	6
k127_21485863_M_bin.102	4210	5032	7
k127_21500464_M_bin.105	1	1471	1
k127_21500464_M_bin.105	1463	4841	2
k127_21500464_M_bin.105	4849	5668	3
k127_21500464_M_bin.105	5664	6432	4
k127_21500464_M_bin.105	6428	8213	5
k127_21500464_M_bin.105	8286	9300	6
k127_21500464_M_bin.105	9448	10264	7
k127_21500464_M_bin.105	10194	11472	8
k127_21500464_M_bin.105	11468	12206	9
k127_21500464_M_bin.105	12202	13516	10
k127_21500464_M_bin.105	13512	14163	11
k127_21500464_M_bin.105	14326	15322	12
k127_2177044_M_bin.60	0	669	1
k127_2177044_M_bin.60	719	2774	2
k127_2177044_M_bin.60	2850	3240	3
k127_2177044_M_bin.60	3431	7565	4
k127_2177044_M_bin.60	7707	9054	5
k127_2177044_M_bin.60	9092	9680	6
k127_2177044_M_bin.60	9687	10431	7
k127_21852578_M_bin.21	2064	4947	8
k127_21852578_M_bin.21	5002	5710	9
k127_21852578_M_bin.21	5746	6844	10
k127_21852578_M_bin.21	6927	8964	11
k127_21852578_M_bin.21	9066	9537	12
k127_21852578_M_bin.21	9533	9794	13
k127_21852578_M_bin.21	9838	9970	14
k127_21852578_M_bin.21	10000	10777	15
k127_21852578_M_bin.21	10920	12300	16
k127_21852578_M_bin.21	12385	14536	17
k127_21852578_M_bin.21	14532	15897	18
k127_21852578_M_bin.21	15956	18734	19
k127_21852578_M_bin.21	18730	19543	20
k127_21852578_M_bin.21	19505	20027	21
k127_22004272_S_bin.80	1	280	1
k127_22004272_S_bin.80	276	771	2
k127_22004272_S_bin.80	767	1613	3
k127_22004272_S_bin.80	1720	2134	4
k127_22004272_S_bin.80	2143	3073	5
k127_22004272_S_bin.80	3184	3793	6
k127_22004272_S_bin.80	3906	4017	7
k127_22004272_S_bin.80	4024	4339	8
k127_22004272_S_bin.80	4335	4743	9
k127_22107677_M_bin.60	837	1782	2
k127_22107677_M_bin.60	1778	2711	3
k127_22107677_M_bin.60	2707	3748	4
k127_22107677_M_bin.60	3744	5133	5
k127_22107677_M_bin.60	5129	5915	6
k127_22107677_M_bin.60	6033	6630	7
k127_22107677_M_bin.60	6626	7151	8
k127_22107677_M_bin.60	7134	7641	9
k127_22107677_M_bin.60	7637	8873	10
k127_22107677_M_bin.60	8882	9896	11
k127_22107677_M_bin.60	9986	10520	12
k127_22107677_M_bin.60	10614	12180	13
k127_22107677_M_bin.60	12453	12675	14
k127_22107677_M_bin.60	12971	13592	15
k127_22107677_M_bin.60	13927	17587	16
k127_22107677_M_bin.60	18091	18217	17
k127_22107677_M_bin.60	18338	19457	18
k127_22107677_M_bin.60	19458	20004	19
k127_22107677_M_bin.60	20000	21131	20
k127_22107677_M_bin.60	21266	21410	21
k127_22107677_M_bin.60	21807	22773	22
k127_22107677_M_bin.60	22933	24466	23
k127_22107677_M_bin.60	24691	25372	24
k127_22107677_M_bin.60	25414	26452	25
k127_22107677_M_bin.60	26484	28452	26
k127_22107677_M_bin.60	28518	29469	27
k127_22107677_M_bin.60	29465	30116	28
k127_22196915_S_bin.28	1	2716	1
k127_22375068_M_bin.94	1	1279	1
k127_22375068_M_bin.94	1307	2510	2
k127_22375068_M_bin.94	2510	3833	3
k127_22375068_M_bin.94	3894	4806	4
k127_22512175_S_bin.36	2	86	1
k127_22512175_S_bin.36	317	1229	2
k127_22512175_S_bin.36	1371	2124	3
k127_22512175_S_bin.36	2120	2414	4
k127_22512175_S_bin.36	2367	3093	5
k127_22609352_S_bin.28	0	3261	1
k127_22624915_M_bin.22	1	415	1
k127_22624915_M_bin.22	422	1454	2
k127_22624915_M_bin.22	1466	2060	3
k127_22624915_M_bin.22	2059	2923	4
k127_22624915_M_bin.22	2953	4324	5
k127_22624915_M_bin.22	4795	5023	6
k127_22624915_M_bin.22	5169	6000	7
k127_22624915_M_bin.22	5996	7016	8
k127_22624915_M_bin.22	7028	7604	9
k127_22624915_M_bin.22	7593	9867	10
k127_22624915_M_bin.22	9856	10972	11
k127_22624915_M_bin.22	11062	11764	12
k127_22624915_M_bin.22	11979	14214	13
k127_22624915_M_bin.22	14221	16624	14
k127_22683450_M_bin.12	2	131	1
k127_22683450_M_bin.12	242	626	2
k127_22683450_M_bin.12	606	1317	3
k127_22683450_M_bin.12	1313	2462	4
k127_22683450_M_bin.12	2458	3409	5
k127_22746182_M_bin.105	2	116	1
k127_22746182_M_bin.105	289	1312	2
k127_22746182_M_bin.105	1308	1602	3
k127_22746182_M_bin.105	2000	2384	4
k127_22746182_M_bin.105	2358	2652	5
k127_22746182_M_bin.105	2667	3564	6
k127_22746182_M_bin.105	3560	4226	7
k127_22746182_M_bin.105	4942	6352	8
k127_22746182_M_bin.105	6499	6748	9
k127_22746182_M_bin.105	6750	8475	10
k127_22746182_M_bin.105	8499	9729	11
k127_22746182_M_bin.105	9725	11402	12
k127_22746182_M_bin.105	11398	12307	13
k127_22746182_M_bin.105	12303	14493	14
k127_22746182_M_bin.105	14479	15679	15
k127_22746182_M_bin.105	15675	16215	16
k127_22746182_M_bin.105	16211	17342	17
k127_22746182_M_bin.105	17356	21016	18
k127_22746182_M_bin.105	21053	21308	19
k127_22848103_M_bin.8	2	917	1
k127_22848103_M_bin.8	916	1768	2
k127_22848103_M_bin.8	1764	2523	3
k127_22947841_M_bin.12	2	326	1
k127_22947841_M_bin.12	882	2949	2
k127_22947841_M_bin.12	3098	4349	3
k127_22947841_M_bin.12	4392	4548	4
k127_22947841_M_bin.12	4578	5649	5
k127_22947841_M_bin.12	5629	6784	6
k127_22974252_M_bin.12	2	584	1
k127_22974252_M_bin.12	607	1768	2
k127_22974252_M_bin.12	1927	3496	3
k127_22974252_M_bin.12	3485	6665	4
k127_22974252_M_bin.12	6685	8059	5
k127_22974252_M_bin.12	8113	8995	6
k127_22988056_M_bin.77	1	2809	1
k127_22988056_M_bin.77	2814	8979	2
k127_23050205_M_bin.55	2	1064	1
k127_23050205_M_bin.55	1060	2233	2
k127_23050205_M_bin.55	2281	3301	3
k127_23050205_M_bin.55	3458	3890	4
k127_23050205_M_bin.55	3886	4303	5
k127_23050205_M_bin.55	4336	5581	6
k127_23050205_M_bin.55	5599	6343	7
k127_23050205_M_bin.55	6339	7086	8
k127_23050205_M_bin.55	7111	7732	9
k127_23050205_M_bin.55	7836	8370	10
k127_23050205_M_bin.55	8785	9232	11
k127_23050205_M_bin.55	9219	9981	12
k127_23050205_M_bin.55	10192	11437	13
k127_23050205_M_bin.55	11570	12035	14
k127_23291978_M_bin.60	863	3617	3
k127_23291978_M_bin.60	3613	6283	4
k127_23291978_M_bin.60	6268	6979	5
k127_23291978_M_bin.60	7109	8279	6
k127_23291978_M_bin.60	8390	10004	7
k127_23291978_M_bin.60	10000	10987	8
k127_23291978_M_bin.60	11096	11816	9
k127_23305902_S_bin.117	2	401	1
k127_23305902_S_bin.117	397	1123	2
k127_23305902_S_bin.117	1259	2198	3
k127_23305902_S_bin.117	2305	3409	4
k127_23305902_S_bin.117	3402	4119	5
k127_23305902_S_bin.117	4115	5222	6
k127_23305902_S_bin.117	5362	6136	7
k127_23305902_S_bin.117	6180	6690	8
k127_23305902_S_bin.117	6723	7248	9
k127_23305902_S_bin.117	7247	7733	10
k127_23305902_S_bin.117	7777	9538	11
k127_23305902_S_bin.117	9681	10236	12
k127_23305902_S_bin.117	10226	10733	13
k127_23305902_S_bin.117	10796	11198	14
k127_23305902_S_bin.117	11208	11865	15
k127_23305902_S_bin.117	11669	12464	16
k127_23305902_S_bin.117	12581	13868	17
k127_23305902_S_bin.117	13872	14370	18
k127_23305902_S_bin.117	14568	15381	19
k127_23327784_M_bin.8	1	862	1
k127_23327784_M_bin.8	858	1704	2
k127_23327784_M_bin.8	1706	2696	3
k127_23333697_M_bin.12	62	440	4
k127_23333697_M_bin.12	576	1737	5
k127_23333697_M_bin.12	2067	2370	6
k127_23333697_M_bin.12	2479	2974	7
k127_23333697_M_bin.12	2970	4104	8
k127_23333697_M_bin.12	4275	5559	9
k127_23333697_M_bin.12	5555	6320	10
k127_23333697_M_bin.12	6325	6598	11
k127_23333697_M_bin.12	6620	7643	12
k127_23333697_M_bin.12	7816	8800	13
k127_23333697_M_bin.12	8796	9552	14
k127_23333697_M_bin.12	9589	10870	15
k127_23333697_M_bin.12	10950	11244	16
k127_23333697_M_bin.12	11488	12934	17
k127_23333697_M_bin.12	13123	13822	18
k127_23333697_M_bin.12	13825	14296	19
k127_23333697_M_bin.12	14631	14724	20
k127_23414692_S_bin.28	2	425	1
k127_23414692_S_bin.28	421	1354	2
k127_23414692_S_bin.28	1389	1956	3
k127_23414692_S_bin.28	1952	2285	4
k127_23414692_S_bin.28	2281	2827	5
k127_23414692_S_bin.28	2823	4047	6
k127_23414692_S_bin.28	4342	5320	7
k127_23414692_S_bin.28	5727	9138	8
k127_23414692_S_bin.28	9134	12548	9
k127_23590408_M_bin.22	1727	3500	2
k127_23590408_M_bin.22	3533	3734	3
k127_23590408_M_bin.22	3933	4293	4
k127_23590408_M_bin.22	4434	5220	5
k127_23590408_M_bin.22	5295	5400	6
k127_23590408_M_bin.22	5414	5639	7
k127_23590408_M_bin.22	5660	5912	8
k127_23590408_M_bin.22	6079	8071	9
k127_23590408_M_bin.22	8045	8657	10
k127_23590408_M_bin.22	8733	9144	11
k127_23590408_M_bin.22	9354	9585	12
k127_23590408_M_bin.22	9809	9959	13
k127_23590408_M_bin.22	10308	10566	14
k127_23590408_M_bin.22	10620	11292	15
k127_23590408_M_bin.22	11455	11929	16
k127_23590408_M_bin.22	13258	13819	17
k127_23590408_M_bin.22	13915	14182	18
k127_23590408_M_bin.22	14225	14465	19
k127_23590408_M_bin.22	14542	14677	20
k127_23590408_M_bin.22	14666	16148	21
k127_23590408_M_bin.22	16383	17397	22
k127_23590408_M_bin.22	17489	19214	23
k127_23590408_M_bin.22	19210	19471	24
k127_23590408_M_bin.22	19467	20007	25
k127_23590408_M_bin.22	20000	21104	26
k127_23590408_M_bin.22	21135	22539	27
k127_23590408_M_bin.22	22701	22923	28
k127_23590408_M_bin.22	22953	23484	29
k127_23590408_M_bin.22	23611	23764	30
k127_23590408_M_bin.22	23941	24154	31
k127_23590408_M_bin.22	24476	24692	32
k127_23590408_M_bin.22	24651	25011	33
k127_23590408_M_bin.22	25695	26820	34
k127_23590408_M_bin.22	26849	27587	35
k127_23590408_M_bin.22	27556	28447	36
k127_23590408_M_bin.22	28710	29271	37
k127_23590408_M_bin.22	29216	31037	38
k127_23590408_M_bin.22	31063	31822	39
k127_23607641_M_bin.100	0	1380	1
k127_23607641_M_bin.100	1423	2656	2
k127_23607641_M_bin.100	2722	3568	3
k127_23607641_M_bin.100	3607	3718	4
k127_23750127_S_bin.28	2	2960	1
k127_23808480_S_bin.80	2	410	1
k127_23808480_S_bin.80	650	2129	2
k127_23808480_S_bin.80	2132	2381	3
k127_23808480_S_bin.80	2377	3751	4
k127_23808480_S_bin.80	3834	6579	5
k127_23855834_S_bin.36	2	242	1
k127_23855834_S_bin.36	238	1342	2
k127_23855834_S_bin.36	1319	2489	3
k127_23855834_S_bin.36	2481	3066	4
k127_23855834_S_bin.36	3069	4008	5
k127_23855834_S_bin.36	4070	5018	6
k127_23855834_S_bin.36	5032	7057	7
k127_23855834_S_bin.36	7069	9112	8
k127_23855834_S_bin.36	9108	10146	9
k127_23855834_S_bin.36	10226	10310	10
k127_24084409_M_bin.100	2	1034	1
k127_24084409_M_bin.100	1356	2565	2
k127_24084409_M_bin.100	2778	3600	3
k127_24084409_M_bin.100	3599	5795	4
k127_24084409_M_bin.100	5831	12638	5
k127_24084409_M_bin.100	12641	13406	6
k127_24138381_M_bin.109	2	557	1
k127_24138381_M_bin.109	633	1758	2
k127_24138381_M_bin.109	1757	2681	3
k127_24138381_M_bin.109	2774	3224	4
k127_24138381_M_bin.109	3498	4593	5
k127_24138381_M_bin.109	4589	5282	6
k127_24138381_M_bin.109	5266	6352	7
k127_24138381_M_bin.109	6383	6461	8
k127_24384236_S_bin.9	67	883	1
k127_24384236_S_bin.9	886	1621	2
k127_24384236_S_bin.9	1774	3781	3
k127_24384236_S_bin.9	3782	5255	4
k127_24384236_S_bin.9	5415	5757	5
k127_24384236_S_bin.9	5810	6290	6
k127_24715934_M_bin.8	0	1983	1
k127_24715934_M_bin.8	2131	2896	2
k127_24715934_M_bin.8	2929	5416	3
k127_24715934_M_bin.8	5624	5891	4
k127_24759845_S_bin.74	178	3229	1
k127_25177547_M_bin.44	1	3193	1
k127_25177547_M_bin.44	3195	5748	2
k127_2529399_S_bin.80	2	197	1
k127_2529399_S_bin.80	231	1851	2
k127_2529399_S_bin.80	1965	3234	3
k127_2529399_S_bin.80	3236	3695	4
k127_2529399_S_bin.80	4028	4877	5
k127_2529399_S_bin.80	4984	5410	6
k127_2529399_S_bin.80	5431	6412	7
k127_2529399_S_bin.80	6479	6914	8
k127_2529399_S_bin.80	6915	9150	9
k127_2529399_S_bin.80	9146	9368	10
k127_2529399_S_bin.80	9504	10134	11
k127_2536849_S_bin.56	24	384	1
k127_2536849_S_bin.56	343	1378	2
k127_2536849_S_bin.56	1374	2217	3
k127_2536849_S_bin.56	2225	2501	4
k127_2536849_S_bin.56	2505	2916	5
k127_25443563_M_bin.12	1	154	1
k127_25443563_M_bin.12	320	1346	2
k127_25443563_M_bin.12	1342	2257	3
k127_25443563_M_bin.12	2253	3108	4
k127_25506700_M_bin.44	13	730	1
k127_25506700_M_bin.44	805	1015	2
k127_25506700_M_bin.44	1085	4304	3
k127_25511270_M_bin.12	0	690	1
k127_25511270_M_bin.12	689	1994	2
k127_25511270_M_bin.12	2033	4031	3
k127_25511270_M_bin.12	4343	5018	4
k127_25511270_M_bin.12	5119	5917	5
k127_25524303_M_bin.52	2	161	1
k127_25524303_M_bin.52	341	749	2
k127_25524303_M_bin.52	882	1128	3
k127_25524303_M_bin.52	1234	2578	4
k127_25524303_M_bin.52	2624	3035	5
k127_25524303_M_bin.52	3031	3766	6
k127_25524303_M_bin.52	3905	4799	7
k127_25524303_M_bin.52	5082	6420	8
k127_25524303_M_bin.52	6737	10664	9
k127_25524303_M_bin.52	10700	12188	10
k127_25620701_M_bin.32	290	2546	1
k127_25620701_M_bin.32	2660	3965	2
k127_25620701_M_bin.32	4323	11751	3
k127_25620701_M_bin.32	11747	13121	4
k127_25620701_M_bin.32	13198	14002	5
k127_25911180_S_bin.28	2	3668	1
k127_25911180_S_bin.28	3920	4424	2
k127_25911180_S_bin.28	4564	5695	3
k127_25911180_S_bin.28	5605	5932	4
k127_26032337_M_bin.100	262	1084	1
k127_26032337_M_bin.100	1083	3279	2
k127_26032337_M_bin.100	3393	5283	3
k127_26075804_M_bin.109	0	162	1
k127_26075804_M_bin.109	158	1133	2
k127_26075804_M_bin.109	1140	1683	3
k127_26075804_M_bin.109	1744	2413	4
k127_26075804_M_bin.109	2407	4906	5
k127_26075804_M_bin.109	4902	5562	6
k127_26075804_M_bin.109	5596	6355	7
k127_26075804_M_bin.109	6448	6550	8
k127_26075804_M_bin.109	6575	7583	9
k127_26075804_M_bin.109	7752	8577	10
k127_26383661_S_bin.8	0	1110	1
k127_26383661_S_bin.8	1172	1778	2
k127_26383661_S_bin.8	1810	3055	3
k127_26383661_S_bin.8	3153	4674	4
k127_26383661_S_bin.8	4738	5470	5
k127_26383661_S_bin.8	5564	6785	6
k127_26383661_S_bin.8	6789	7044	7
k127_26500712_M_bin.55	1	250	1
k127_26500712_M_bin.55	321	861	2
k127_26500712_M_bin.55	1108	1840	3
k127_26500712_M_bin.55	1803	2316	4
k127_26500712_M_bin.55	2326	4096	5
k127_26500712_M_bin.55	4279	4564	6
k127_26500712_M_bin.55	4710	5739	7
k127_26500712_M_bin.55	5825	6407	8
k127_26500712_M_bin.55	6403	7354	9
k127_26500712_M_bin.55	7493	7724	10
k127_26500712_M_bin.55	7867	9694	11
k127_26500712_M_bin.55	9726	10635	12
k127_26519342_S_bin.74	0	2703	1
k127_26519342_S_bin.74	2705	3350	2
k127_2653727_S_bin.36	2	3098	1
k127_2653851_M_bin.52	670	1348	2
k127_2653851_M_bin.52	1366	1852	3
k127_2653851_M_bin.52	1868	2531	4
k127_2653851_M_bin.52	2562	3306	5
k127_2653851_M_bin.52	3343	3820	6
k127_2653851_M_bin.52	3839	4634	7
k127_2653851_M_bin.52	4630	5935	8
k127_2653851_M_bin.52	5931	6537	9
k127_2653851_M_bin.52	6544	7720	10
k127_2653851_M_bin.52	7795	8221	11
k127_2653851_M_bin.52	8499	10020	12
k127_2653851_M_bin.52	10000	11077	13
k127_2653851_M_bin.52	11495	12800	14
k127_2653851_M_bin.52	12884	13088	15
k127_26613404_M_bin.44	1	1069	1
k127_26613404_M_bin.44	1574	2882	2
k127_26613404_M_bin.44	3023	3554	3
k127_26613404_M_bin.44	3711	4347	4
k127_26907242_M_bin.67	1	712	1
k127_26907242_M_bin.67	823	1633	2
k127_26907242_M_bin.67	1709	2204	3
k127_26907242_M_bin.67	2311	2617	4
k127_26907242_M_bin.67	2705	3686	5
k127_26907242_M_bin.67	3882	4527	6
k127_26907242_M_bin.67	4719	5634	7
k127_26907242_M_bin.67	5719	6163	8
k127_26907242_M_bin.67	6211	7228	9
k127_26907242_M_bin.67	7305	8385	10
k127_26907242_M_bin.67	8387	8942	11
k127_26907242_M_bin.67	8938	9439	12
k127_26907242_M_bin.67	9511	10777	13
k127_26907242_M_bin.67	10778	12683	14
k127_26907242_M_bin.67	12747	13515	15
k127_26927097_M_bin.12	2	248	1
k127_26927097_M_bin.12	335	1712	2
k127_26927097_M_bin.12	1708	9178	3
k127_26927097_M_bin.12	9656	11702	4
k127_26927097_M_bin.12	11842	12889	5
k127_26927097_M_bin.12	13905	15639	6
k127_26927097_M_bin.12	15635	16028	7
k127_27091081_M_bin.52	2	230	1
k127_27091081_M_bin.52	329	1358	2
k127_27091081_M_bin.52	1354	2251	3
k127_27091081_M_bin.52	2247	3099	4
k127_27091081_M_bin.52	3098	4385	5
k127_27091081_M_bin.52	4426	6424	6
k127_27091081_M_bin.52	6593	7370	7
k127_27091081_M_bin.52	7576	10198	8
k127_27091081_M_bin.52	10244	11939	9
k127_27091081_M_bin.52	11964	12534	10
k127_27091081_M_bin.52	12592	13621	11
k127_27091081_M_bin.52	13628	14765	12
k127_27091081_M_bin.52	14766	15870	13
k127_27091081_M_bin.52	16076	16412	14
k127_27193706_M_bin.44	1	850	1
k127_27193706_M_bin.44	993	2097	2
k127_27193706_M_bin.44	2091	2340	3
k127_27193706_M_bin.44	2872	3028	4
k127_27193706_M_bin.44	3880	4069	5
k127_27193706_M_bin.44	4137	5100	6
k127_27193706_M_bin.44	5103	6963	7
k127_27193706_M_bin.44	7061	8456	8
k127_27193706_M_bin.44	8964	9450	9
k127_27193706_M_bin.44	9459	11115	10
k127_27193706_M_bin.44	11316	11640	11
k127_27193706_M_bin.44	11768	12395	12
k127_27193706_M_bin.44	12415	12826	13
k127_27193706_M_bin.44	13030	13636	14
k127_27204362_S_bin.30	658	1066	1
k127_27204362_S_bin.30	1181	1649	2
k127_27204362_S_bin.30	1599	2241	3
k127_27204362_S_bin.30	2237	2675	4
k127_27204362_S_bin.30	2684	2954	5
k127_27204362_S_bin.30	3020	3863	6
k127_27204362_S_bin.30	3849	5217	7
k127_27204362_S_bin.30	5209	5524	8
k127_27204362_S_bin.30	5533	6502	9
k127_27204362_S_bin.30	7036	7543	10
k127_27204362_S_bin.30	7739	9806	11
k127_27204362_S_bin.30	9818	9995	12
k127_27204362_S_bin.30	10000	11143	13
k127_27204362_S_bin.30	11129	11408	14
k127_27204362_S_bin.30	11410	11914	15
k127_27234148_M_bin.32	0	1620	1
k127_27234148_M_bin.32	1616	3812	2
k127_27309771_M_bin.67	0	198	1
k127_27309771_M_bin.67	521	1118	2
k127_27309771_M_bin.67	1121	1652	3
k127_27309771_M_bin.67	1749	2628	4
k127_27309771_M_bin.67	2624	4226	5
k127_27309771_M_bin.67	4242	4611	6
k127_27309771_M_bin.67	4607	4913	7
k127_27309771_M_bin.67	4909	5773	8
k127_27309771_M_bin.67	5805	6291	9
k127_2745460_M_bin.9	1	859	1
k127_2745460_M_bin.9	1008	2223	2
k127_2745460_M_bin.9	2238	3693	3
k127_2745460_M_bin.9	3845	4067	4
k127_2745460_M_bin.9	4147	4702	5
k127_27656770_S_bin.50	0	93	1
k127_27656770_S_bin.50	92	1643	2
k127_27656770_S_bin.50	1662	2448	3
k127_27656770_S_bin.50	2545	3148	4
k127_27656770_S_bin.50	3213	4170	5
k127_27656770_S_bin.50	4192	6307	6
k127_27656770_S_bin.50	6414	7503	7
k127_27656770_S_bin.50	7514	8219	8
k127_27656770_S_bin.50	8221	9325	9
k127_27683385_S_bin.30	168	840	1
k127_27683385_S_bin.30	846	1155	2
k127_27683385_S_bin.30	1471	2404	3
k127_27683385_S_bin.30	2400	2598	4
k127_27683385_S_bin.30	2600	3359	5
k127_27683385_S_bin.30	3368	4331	6
k127_27683385_S_bin.30	4344	4812	7
k127_27683385_S_bin.30	4861	5464	8
k127_27683385_S_bin.30	5517	5892	9
k127_27683385_S_bin.30	5958	6372	10
k127_27683385_S_bin.30	6434	6848	11
k127_27683385_S_bin.30	6901	7453	12
k127_27683385_S_bin.30	7808	8393	13
k127_27683385_S_bin.30	8405	9422	14
k127_27683385_S_bin.30	9534	10062	15
k127_27683385_S_bin.30	10000	10930	16
k127_27683385_S_bin.30	10926	12405	17
k127_27683385_S_bin.30	12416	13565	18
k127_27683385_S_bin.30	13548	14844	19
k127_27683385_S_bin.30	14853	15762	20
k127_27683385_S_bin.30	16005	16554	21
k127_27683385_S_bin.30	16703	16922	22
k127_27683385_S_bin.30	16981	18676	23
k127_27683385_S_bin.30	18781	19300	24
k127_27683385_S_bin.30	19395	20337	25
k127_27683385_S_bin.30	20338	21259	26
k127_27683385_S_bin.30	21529	22936	27
k127_27776944_M_bin.77	314	989	1
k127_27776944_M_bin.77	1036	1327	2
k127_27776944_M_bin.77	1341	1851	3
k127_27776944_M_bin.77	1932	3387	4
k127_27776944_M_bin.77	3386	4289	5
k127_27776944_M_bin.77	4285	5278	6
k127_27776944_M_bin.77	5300	6212	7
k127_27776944_M_bin.77	6228	7146	8
k127_27776944_M_bin.77	7198	8737	9
k127_27776944_M_bin.77	8929	9865	10
k127_27776944_M_bin.77	10000	10915	11
k127_27776944_M_bin.77	10987	11908	12
k127_27776944_M_bin.77	11945	13973	13
k127_27776944_M_bin.77	13973	14693	14
k127_27776944_M_bin.77	14715	15513	15
k127_27776944_M_bin.77	15509	16025	16
k127_27776944_M_bin.77	16021	16984	17
k127_27776944_M_bin.77	16980	18159	18
k127_27776944_M_bin.77	18206	19811	19
k127_27776944_M_bin.77	19878	21606	20
k127_27776944_M_bin.77	21792	22890	21
k127_27776944_M_bin.77	22867	24421	22
k127_27776944_M_bin.77	24521	25193	23
k127_27776944_M_bin.77	25304	26339	24
k127_27776944_M_bin.77	26617	27316	25
k127_27776944_M_bin.77	27462	29322	26
k127_27776944_M_bin.77	29348	29765	27
k127_27776944_M_bin.77	29896	30373	28
k127_27776944_M_bin.77	30471	31602	29
k127_27809232_S_bin.28	0	2670	1
k127_27821001_S_bin.61	0	312	1
k127_27821001_S_bin.61	468	1086	2
k127_27821001_S_bin.61	3298	3598	3
k127_27821001_S_bin.61	3653	4265	4
k127_27821001_S_bin.61	4333	6925	5
k127_27821001_S_bin.61	6938	7718	6
k127_27821001_S_bin.61	7893	8709	7
k127_27821001_S_bin.61	8711	10733	8
k127_27821001_S_bin.61	10738	10906	9
k127_27821001_S_bin.61	11104	12379	10
k127_27846790_S_bin.27	1	1747	1
k127_27846790_S_bin.27	1743	9153	2
k127_27846790_S_bin.27	9529	10180	3
k127_27846790_S_bin.27	10205	10919	4
k127_27846790_S_bin.27	10961	11903	5
k127_27846790_S_bin.27	11904	12297	6
k127_27846790_S_bin.27	12293	13124	7
k127_27846790_S_bin.27	13142	14273	8
k127_27846790_S_bin.27	14319	15741	9
k127_27846790_S_bin.27	15744	16062	10
k127_27846790_S_bin.27	16365	18267	11
k127_27846790_S_bin.27	18616	19138	12
k127_27846790_S_bin.27	19359	19929	13
k127_27846790_S_bin.27	19969	22567	14
k127_27846790_S_bin.27	22575	24897	15
k127_27846790_S_bin.27	24992	26984	16
k127_2858824_S_bin.117	0	3570	1
k127_2858824_S_bin.117	3566	4235	2
k127_28672421_S_bin.80	0	987	1
k127_28672421_S_bin.80	1030	2029	2
k127_28672421_S_bin.80	2154	2925	3
k127_28672421_S_bin.80	3065	3425	4
k127_2942825_M_bin.111	361	1408	1
k127_2942825_M_bin.111	1410	3564	2
k127_2942825_M_bin.111	4119	8454	3
k127_29823166_S_bin.56	77	1226	1
k127_29823166_S_bin.56	1229	1520	2
k127_29823166_S_bin.56	1516	2140	3
k127_29823166_S_bin.56	2265	3594	4
k127_29823166_S_bin.56	3716	4772	5
k127_29823166_S_bin.56	4771	5455	6
k127_29823166_S_bin.56	5436	6525	7
k127_29823166_S_bin.56	6852	7236	8
k127_29823166_S_bin.56	7232	7967	9
k127_29823166_S_bin.56	7963	8290	10
k127_29823166_S_bin.56	8289	8667	11
k127_29823166_S_bin.56	8663	8951	12
k127_29823166_S_bin.56	9014	9923	13
k127_29823166_S_bin.56	10047	10509	14
k127_29823166_S_bin.56	10510	10651	15
k127_29823166_S_bin.56	10705	11131	16
